id;name;simplified_name;simple_screen_name;screen_name;url;followers_count;classification;simple_class
32591336;Junio Amaral;junio amaral;cabojunioamaral;"""cabojunioamaral""";https://twitter.com/cabojunioamaral;86873;antifeminista;A
41386381;Karina Kufa;karina kufa;KarinaKufa;"""KarinaKufa""";https://twitter.com/KarinaKufa;58881;antifeminista;A
98355741;Katia Sastre;katia sastre;KatiaSastre;"""KatiaSastre""";https://twitter.com/KatiaSastre;13732;antifeminista;A
78662214;Kim Katagiri;kim katagiri;kimpkat;"""kimpkat""";https://twitter.com/kimpkat;573453;antifeminista;A
64486412;Leandro Lyra;leandro lyra;leandrolyrarj;"""leandrolyrarj""";https://twitter.com/leandrolyrarj;26418;antifeminista;A
35229995;Leandro Ruschel;leandro ruschel;leandroruschel;"""leandroruschel""";https://twitter.com/leandroruschel;411627;antifeminista;A
38788479;Leticia Aguiar;leticia aguiar;letsaguiar;"""letsaguiar""";https://twitter.com/letsaguiar;22361;antifeminista;A
89289479;Liliane Ventura;liliane ventura;LILIANEVENTURA;"""LILIANEVENTURA""";https://twitter.com/LILIANEVENTURA;12945;antifeminista;A
63176050;Liomar de Oliveira;liomar de oliveira;PastorLiomar;"""PastorLiomar""";https://twitter.com/PastorLiomar;38299;antifeminista;A
91540727;Luiz Camargo Vlog;luiz camargo vlog;LuizCamargoVlog;"""LuizCamargoVlog""";https://twitter.com/LuizCamargoVlog;84087;antifeminista;A
27733464;Luiz P. O. Braganáa;luiz p. o. braganáa;lpbragancabr;"""lpbragancabr""";https://twitter.com/lpbragancabr;548424;antifeminista;A
44454849;Magno Malta;magno malta;MagnoMalta;"""MagnoMalta""";https://twitter.com/MagnoMalta;863032;antifeminista;A
62982411;Major Fabiana;major fabiana;majorfabianadep;"""majorfabianadep""";https://twitter.com/majorfabianadep;141007;antifeminista;A
47087369;Major Olimpio;major olimpio;majorolimpio;"""majorolimpio""";https://twitter.com/majorolimpio;471297;antifeminista;A
25111446;Marcel van Hattem;marcel van hattem;marcelvanhattem;"""marcelvanhattem""";https://twitter.com/marcelvanhattem;358077;antifeminista;A
81540394;Marcelo Crivella;marcelo crivella;MCrivella;"""MCrivella""";https://twitter.com/MCrivella;227797;antifeminista;A
47166067;Marcio Labre;marcio labre;marciolabre;"""marciolabre""";https://twitter.com/marciolabre;82553;antifeminista;A
31186222;Marco Feliciano;marco feliciano;marcofeliciano;"""marcofeliciano""";https://twitter.com/marcofeliciano;659871;antifeminista;A
56317335;Marisa Lobo;marisa lobo;marisa_lobo;"""marisa_lobo""";https://twitter.com/marisa_lobo;102620;antifeminista;A
95104664;Maur°io Costa;maur°io costa;MauricioCostaRS;"""MauricioCostaRS""";https://twitter.com/MauricioCostaRS;118359;antifeminista;A
72563318;May Almeida;may almeida;mayrannealmeida;"""mayrannealmeida""";https://twitter.com/mayrannealmeida;54094;antifeminista;A
67878823;MBL - Movimento Brasil Livre;mbl - movimento brasil livre;MBLivre;"""MBLivre""";https://twitter.com/MBLivre;479901;antifeminista;A
9621178;Movimento Avanáa Brasil;movimento avanáa brasil;MAvancaBrasil;"""MAvancaBrasil""";https://twitter.com/MAvancaBrasil;40388;antifeminista;A
54271388;Movimento Brasil Conservador;movimento brasil conservador;EuSouMBC;"""EuSouMBC""";https://twitter.com/EuSouMBC;160322;antifeminista;A
4201683;Olavo de Carvalho;olavo de carvalho;OdeCarvalho;"""OdeCarvalho""";https://twitter.com/OdeCarvalho;724588;antifeminista;A
70010027;Olavo de Carvalho;olavo de carvalho;OproprioOlavo;"""OproprioOlavo""";https://twitter.com/opropriolavo;463973;antifeminista;A
47998349;Onyx Lorenzoni;onyx lorenzoni;onyxlorenzoni;"""onyxlorenzoni""";https://twitter.com/onyxlorenzoni;747283;antifeminista;A
73903588;Ordem e Liberdade Cear†;ordem e liberdade cear†;CearaOrdem;"""CearaOrdem""";https://twitter.com/CearaOrdem;3128;antifeminista;A
88058292;Osmar Terra;osmar terra;OsmarTerra;"""OsmarTerra""";https://twitter.com/OsmarTerra;316011;antifeminista;A
84059583;Otoni de Paula;otoni de paula;OtoniDepFederal;"""OtoniDepFederal""";https://twitter.com/OtoniDepFederal;116173;antifeminista;A
79032104;Padre Paulo Ricardo;padre paulo ricardo;padre_paulo;"""padre_paulo""";https://twitter.com/padre_paulo;221250;antifeminista;A
48660395;Partido Social Liberal;partido social liberal;PSL_Nacional;"""PSL_Nacional""";https://twitter.com/PSL_Nacional;162423;antifeminista;A
6239094;Paula Marisa;paula marisa;profpaulamarisa;"""profpaulamarisa""";https://twitter.com/profpaulamarisa;256014;antifeminista;A
86474884;Paulo A. Briguet;paulo a. briguet;PauloBriguet;"""PauloBriguet""";https://twitter.com/PauloBriguet;43020;antifeminista;A
75457465;Paulo Eduardo Martins;paulo eduardo martins;PauloMartins10;"""PauloMartins10""";https://twitter.com/PauloMartins10;273833;antifeminista;A
46240903;Paulo EnÇas;paulo enÇas;pauloeneas;"""pauloeneas""";https://twitter.com/pauloeneas;45284;antifeminista;A
65595109;Profa. Dayane Pimentel;profa. dayane pimentel;deppimentel;"""deppimentel""";https://twitter.com/deppimentel;46682;antifeminista;A
89772124;Regis Danese;regis danese;rdaneseoficial;"""rdaneseoficial""";https://twitter.com/rdaneseoficial;841240;antifeminista;A
28466234;Robson Rodovalho;robson rodovalho;BispoRodovalho;"""BispoRodovalho""";https://twitter.com/BispoRodovalho;516378;antifeminista;A
8951408;Rodrigo Constantino;rodrigo constantino;Rconstantino;"""Rconstantino""";https://twitter.com/Rconstantino;526195;antifeminista;A
68155292;RogÇrio Marinho;rogÇrio marinho;rogeriosmarinho;"""rogeriosmarinho""";https://twitter.com/rogeriosmarinho;101696;antifeminista;A
89817568;Sara Winter;sara winter;_SaraWinter;"""_SaraWinter""";https://twitter.com/_SaraWinter;267958;antifeminista;A
46068613;Sara Winter;sara winter;SaraWinter_;"""SaraWinter_""";https://twitter.com/SaraWinter_;45272;antifeminista;A
31189401;Sarita Coelho;sarita coelho;saritacoelho;"""saritacoelho""";https://twitter.com/saritacoelho;21412;antifeminista;A
99743734;Senador Marcio Bittar;senador marcio bittar;marciombittar;"""marciombittar""";https://twitter.com/marciombittar;11003;antifeminista;A
74470248;Senadora Selma Arruda;senadora selma arruda;SenadoraSelma;"""SenadoraSelma""";https://twitter.com/SenadoraSelma;33191;antifeminista;A
79607773;Senso Incomum;senso incomum;sensoinc;"""sensoinc""";https://twitter.com/sensoinc;199224;antifeminista;A
64519771;SÇrgio Camargo;sÇrgio camargo;sergiodireita1;"""sergiodireita1""";https://twitter.com/sergiodireita1;193798;antifeminista;A
51762355;Shock Wave Radio;shock wave radio;ShockWaveRadio_;"""ShockWaveRadio_""";https://twitter.com/ShockWaveRadio_;38700;antifeminista;A
18161866;Silas Malafaia;silas malafaia;PastorMalafaia;"""PastorMalafaia""";https://twitter.com/PastorMalafaia;1455576;antifeminista;A
72949461;Tamires de Paula;tamires de paula;tamires_scpaula;"""tamires_scpaula""";https://twitter.com/tamires_scpaula;36529;antifeminista;A
51725597;Te Atualizei;te atualizei;taoquei1;"""taoquei1""";https://twitter.com/taoquei1;327701;antifeminista;A
60358380;Teff Ferrari;teff ferrari;teff_ferrari;"""teff_ferrari""";https://twitter.com/teff_ferrari;71818;antifeminista;A
7009232;Tenente Santini;tenente santini;TenenteSantini;"""TenenteSantini""";https://twitter.com/TenenteSantini;15884;antifeminista;A
80919515;Teráa Livre;teráa livre;tercalivre;"""tercalivre""";https://twitter.com/tercalivre;376247;antifeminista;A
6548078;Tetelestai;tetelestai;TetelestaiM;"""TetelestaiM""";https://twitter.com/TetelestaiM;14130;antifeminista;A
7059299;Thais Azevedo;thais azevedo;Thaitata;"""Thaitata""";https://twitter.com/Thaitata;10060;antifeminista;A
74699157;Vitor Hugo;vitor hugo;MajorVitorHugo;"""MajorVitorHugo""";https://twitter.com/MajorVitorHugo;223672;antifeminista;A
96237962;Wilson Witzel;wilson witzel;wilsonwitzel;"""wilsonwitzel""";https://twitter.com/wilsonwitzel;260553;antifeminista;A
